model_id,brand_name,model_name,model_slug,category,thumbnail_url,engine_cc,horsepower_bhp,torque_nm,top_speed_kmh,mileage_kmpl,price_inr,price_usd,weight_kg,fuel_tank_liters
9eb29e8df4ad4a3ca87ad6258cf92b6a,Mash,Six Hundred 650,six-hundred-650,CRUISER,,644.0,40.0,50.0,150.0,25.0,450000.0,,165.0,13.0
5b62c8f4b01e471e9de1bb188aa3e2a2,Matter,AERA 5000+ Gear,aera-5000plus-gear,NAKED,,0.0,14.0,335.0,105.0,125.0,173000.0,,165.0,5.0
5570ad0274664294a6ea605f6b68118a,Moto Guzzi,V100 Mandello S,v100-mandello-s,TOURER,,1042.0,115.0,105.0,230.0,18.0,1880000.0,,165.0,17.0
a7167e09782743188adb07b3a2b16476,Moto Guzzi,V7 Stone Special,v7-stone-special,CRUISER,,853.0,65.0,73.0,180.0,22.0,1300000.0,,165.0,21.0
1656d208f6734bf0b8681dd28cffdcbe,Moto Guzzi,V85 TT Adventure,v85-tt-adventure,ADVENTURE,,853.0,76.0,82.0,195.0,20.0,1540000.0,,165.0,23.0
949e2d351c664d71af6eb6be78180f03,Moto Morini,Seiemmezzo 650 SCR,seiemmezzo-650-scr,SCRAMBLER,,649.0,55.0,54.0,170.0,21.0,699000.0,,165.0,16.0
bea543dc7200415dbf1af447b78ad3e9,Moto Morini,Seiemmezzo 650 STR,seiemmezzo-650-str,NAKED,,649.0,55.0,54.0,175.0,21.0,680000.0,,165.0,16.0
f8322887028b42a890a1b2c12602739f,Moto Morini,X-Cape 650 Adventure,x-cape-650-adventure,ADVENTURE,,649.0,60.0,54.0,175.0,20.0,720000.0,,165.0,18.0
b7662323a51d4bf09bafbba4f4211bf6,Mv Agusta,Brutale 1000 RR,brutale-1000-rr,NAKED,,998.0,208.0,116.5,300.0,12.0,3800000.0,,165.0,16.0
5c607000a0314752b99786cd95b5e28b,Mv Agusta,F3 800 RR,f3-800-rr,SPORT,,798.0,147.0,88.0,240.0,14.0,2190000.0,,165.0,16.5
8ea3250c3c114fbf8dd505f3c30ce254,Mv Agusta,Superveloce 800,superveloce-800,NAKED,,798.0,147.0,88.0,240.0,14.0,2400000.0,,165.0,16.5
bc3836c492ad4b0da2c858718064dd13,Norton,Atlas Nomad 650,atlas-nomad-650,SCRAMBLER,,650.0,84.0,64.0,190.0,20.0,1400000.0,,165.0,15.0
c32e9e6eea684d969104f1bb24572658,Norton,Commando 961 Sport,commando-961-sport,CRUISER,,961.0,76.8,81.0,195.0,18.0,1650000.0,,165.0,15.0
2462bb7ff8114dd8b94e9a4af7c18766,Norton,V4CR Cafe Racer,v4cr-cafe-racer,NAKED,,1200.0,185.0,125.0,280.0,14.0,3800000.0,,165.0,15.0
baecfe10d62e4bcaa93a97d2b8455f0d,Norton,V4SV Superbike,v4sv-superbike,SPORT,,1200.0,185.0,125.0,290.0,13.0,4200000.0,,165.0,15.0
913523b4ac3f4e959fe8a0144f6925ba,Ola Electric,Roadster Pro Bike,roadster-pro-bike,NAKED,,0.0,71.0,105.0,194.0,579.0,249000.0,,165.0,16.0
8736dfd8c6ce47008f9802f120d300ae,Ola Electric,S1 Air EV,s1-air-ev,NAKED,,0.0,6.0,27.0,90.0,151.0,105000.0,,165.0,3.0
8abfe3d528d540c7ab55473910a61d69,Ola Electric,S1 Pro Gen 2,s1-pro-gen-2,NAKED,,0.0,14.7,58.0,120.0,195.0,134000.0,,165.0,4.0
aef8d644fd124d0c9d5be402bc1f377e,Ola Electric,S1 X 4kWh,s1-x-4kwh,NAKED,,0.0,8.0,30.0,90.0,193.0,99000.0,,165.0,4.0
1632d8645ed242d49728f2a579875360,Piaggio,MP3 530 Exclusive 3-Wheel,mp3-530-exclusive-3-wheel,NAKED,,530.0,44.0,50.0,145.0,22.0,1150000.0,,165.0,13.7
5301f239be1746c48c14c356dc6964f1,Piaggio,Medley 150 S,medley-150-s,SCOOTER,,155.0,16.2,15.0,110.0,40.0,210000.0,,165.0,7.0
da71afebd22040d097876be9c20a931e,Qjmotor,SRC 500 Retro,src-500-retro,CRUISER,,500.0,25.5,36.0,130.0,28.0,269000.0,,165.0,15.5
22e796775ad54401989be487cb03bee1,Qjmotor,SRK 400 Naked,srk-400-naked,NAKED,,400.0,40.9,37.0,160.0,25.0,359000.0,,165.0,13.5
bf1820b2a13140a7b82b25b71af7c4a4,Qjmotor,SRV 300 V-Twin,srv-300-v-twin,CRUISER,,296.0,30.3,26.0,135.0,30.0,319000.0,,165.0,13.5
fb017004d00e477f954758626cc22d73,Revolt,RV400 BRZ EV,rv400-brz-ev,NAKED,,0.0,4.3,170.0,85.0,150.0,127000.0,,165.0,3.2
cb7ba107c6544a6398a4fcff60f31b33,Revolt,RV400 Cricket Edition,rv400-cricket-edition,NAKED,,0.0,4.3,170.0,85.0,150.0,138000.0,,165.0,3.2
1b112c8bec114b8fa134fa69e1c159d7,Royal Enfield,Bear 650,bear-650,SCRAMBLER,,648.0,47.0,52.3,165.0,23.0,340000.0,,165.0,14.0
0f5f2d2e30074fb281d3ceb88cd714fc,Royal Enfield,Bullet 350,bullet-350,CRUISER,,349.0,20.2,27.0,110.0,36.0,173000.0,,165.0,13.0
b31e567d8bfe4b2795b58dbe3e7e6705,Royal Enfield,Classic 350,classic-350,CRUISER,/static/images/re_classic_350_bike.png,349.0,20.2,27.0,114.0,36.0,193000.0,,165.0,13.0
1500cae657ba4deca3afeb1b48985106,Royal Enfield,Continental GT 650,continental-gt-650,NAKED,/static/images/re_gt_650_bike.png,648.0,47.0,52.0,170.0,24.0,319000.0,,165.0,12.5
97194c2eec35478394a9d23e08fb9dc9,Royal Enfield,Guerrilla 450,guerrilla-450,NAKED,,452.0,40.0,40.0,155.0,30.0,239000.0,,165.0,11.0
d0b1739bed93457aa60491f8a5fba50b,Royal Enfield,Himalayan 450,himalayan-450,ADVENTURE,/static/images/re_himalayan_450_bike.png,452.0,40.0,40.0,150.0,30.0,285000.0,,165.0,17.0
ddc9068e7361455696e28a451904abef,Royal Enfield,Hunter 350,hunter-350,NAKED,/static/images/re_hunter_350_bike.png,349.0,20.2,27.0,114.0,36.0,149000.0,,165.0,13.0
b7e43cb2f76b4c85b56107aea2cc41e2,Royal Enfield,Interceptor 650,interceptor-650,NAKED,,648.0,47.0,52.0,170.0,24.0,303000.0,,165.0,13.7
74eccc1c03b24da48404cdf3d160045a,Royal Enfield,Meteor 350,meteor-350,CRUISER,,349.0,20.2,27.0,115.0,35.0,205000.0,,165.0,15.0
fc9c449190534c2f948be5db4ce4632a,Royal Enfield,Scram 411,scram-411,SCRAMBLER,,411.0,24.3,32.0,130.0,32.0,206000.0,,165.0,15.0
42feb73047984025bbcdec7b155e618a,Royal Enfield,Shotgun 650,shotgun-650,CRUISER,,648.0,47.0,52.3,165.0,22.0,359000.0,,165.0,13.8
dfea5bce632f41e58d6ee34a13817b4e,Royal Enfield,Super Meteor 650,super-meteor-650,CRUISER,,648.0,47.0,52.3,160.0,22.0,363000.0,,165.0,15.7
f9977c03e7e240bdbad7fd7401fef473,Sherco,250 SE 2-Stroke,250-se-2-stroke,DIRT,,249.0,45.0,40.0,140.0,20.0,880000.0,,165.0,10.4
73ee2f04d0e44db4a6f63d0965e5bff5,Sherco,300 SEF-R Factory,300-sef-r-factory,ADVENTURE,,303.0,48.0,42.0,145.0,20.0,950000.0,,165.0,9.7
ab50d95acc2d4731a59fff85d7bd13b3,Sherco,500 SEF Factory,500-sef-factory,ADVENTURE,,478.0,58.0,52.0,160.0,18.0,1080000.0,,165.0,9.7
2e3ea71de6434365954d533d2cf6ba6e,Suzuki,Access 125 Ride,access-125-ride,SCOOTER,,124.0,8.7,10.0,90.0,50.0,80000.0,,165.0,5.0
f7a8cbf5236947c9b46ba8db2d2b4654,Suzuki,Avenis 125,avenis-125,SCOOTER,,124.0,8.7,10.0,90.0,48.0,92000.0,,165.0,5.2
e6c6b96cc5fa4f96822a41d0d445bc68,Suzuki,Burgman Street 125,burgman-street-125,SCOOTER,,124.0,8.7,10.0,92.0,48.0,94000.0,,165.0,5.5
292363b986a94612bd49c31152bed43e,Suzuki,GSX-8R,gsx-8r,SPORT,,776.0,83.0,78.0,215.0,22.0,920000.0,,165.0,14.0
91563bcb772a4113be61870854ec195c,Suzuki,Gixxer 150 Naked,gixxer-150-naked,NAKED,,155.0,13.6,13.8,118.0,45.0,134000.0,,165.0,12.0
c4c2f17dbd974a6b91c0fb1a9e1f3928,Suzuki,Gixxer 250 Naked,gixxer-250-naked,NAKED,,249.0,26.5,22.2,148.0,36.0,181000.0,,165.0,12.0
5d45041507b94bcf8dd872f7ae953009,Suzuki,Gixxer SF 150,gixxer-sf-150,SPORT,,155.0,13.6,13.8,120.0,45.0,145000.0,,165.0,12.0
454bbc2bfd7c41bdb6d51ba6d2414b72,Suzuki,Gixxer SF 250,gixxer-sf-250,SPORT,,249.0,26.5,22.2,150.0,36.0,192000.0,,165.0,12.0
3fdbf8c3dae440d0b1d761abc5f1c4a6,Suzuki,Hayabusa 1300,hayabusa-1300,SPORT,,1340.0,190.0,150.0,299.0,15.0,1690000.0,,165.0,20.0
7077783bd2c94c73b36011a9d42befe2,Suzuki,Katana 1000,katana-1000,CRUISER,,999.0,152.0,106.0,240.0,16.0,1360000.0,,165.0,12.0
a23834e5c042477f96584f502154832f,Suzuki,V-Strom 800DE,v-strom-800de,ADVENTURE,,776.0,84.3,78.0,190.0,22.0,1030000.0,,165.0,20.0
42a5afbc3edf434d82b4ebe303183855,Suzuki,V-Strom SX 250,v-strom-sx-250,ADVENTURE,,249.0,26.5,22.2,135.0,36.0,211000.0,,165.0,12.0
137ac372ad5f42b18fc7d79e492e238a,Sym,Maxsym TL 508,maxsym-tl-508,NAKED,,508.0,45.0,49.9,155.0,23.0,680000.0,,165.0,12.5
2459243a61594cb0a4f100b45d32d30b,Sym,NH T 200 Adventure,nh-t-200-adventure,NAKED,,183.0,18.0,15.7,120.0,35.0,210000.0,,165.0,11.0
ed408bf5b9e24459a7e58fe8ef21fb52,Triumph,Bonneville T120,bonneville-t120,CRUISER,,1200.0,80.0,105.0,185.0,21.0,1109000.0,,165.0,14.5
cbb152c3338f4e558598cbb766b6ff6a,Triumph,Rocket 3 R,rocket-3-r,CRUISER,,2458.0,167.0,221.0,225.0,13.0,2199000.0,,165.0,18.0
a251b3e3fdc74e07a6ef4e1ef2d7481f,Triumph,Scrambler 400 X,scrambler-400-x,SCRAMBLER,,398.0,40.0,37.5,150.0,30.0,264000.0,,165.0,13.0
a961b593ffc14534b09084e02cf67184,Triumph,Speed 400,speed-400,NAKED,,398.0,40.0,37.5,150.0,30.0,234000.0,,165.0,13.0
94a9018d1c924ecd85e24410d4958ba2,Triumph,Speed Triple 1200 RS,speed-triple-1200-rs,NAKED,,1160.0,180.0,125.0,270.0,15.0,1795000.0,,165.0,15.5
2533a576e29c49468923dd28acb0caa1,Triumph,Street Triple 765 RS,street-triple-765-rs,NAKED,,765.0,130.0,80.0,245.0,19.0,1181000.0,,165.0,15.0
15c78d7a73314618af3e1f09ec102212,Triumph,Thruxton 1200 RS,thruxton-1200-rs,NAKED,,1200.0,105.0,112.0,215.0,20.0,1250000.0,,165.0,14.5
34e33d58810a4f8d827574139d429a69,Triumph,Tiger 1200 Rally Explorer,tiger-1200-rally-explorer,ADVENTURE,,1160.0,150.0,130.0,220.0,17.0,2169000.0,,165.0,30.0
f557634ba7394a7bb3c3adfb88c15486,Triumph,Tiger 900 Rally Pro,tiger-900-rally-pro,ADVENTURE,,888.0,95.2,87.0,200.0,20.0,1595000.0,,165.0,20.0
f4abddd823544c7b96f57d9e15fd9532,Triumph,Trident 660,trident-660,NAKED,,660.0,81.0,64.0,210.0,22.0,825000.0,,165.0,14.0
b99ce4c94e9c4837a341c1ac3873d6d3,Tvs,Apache RR310,apache-rr310,SPORT,,312.0,34.0,27.3,160.0,30.0,272000.0,,165.0,11.0
ece67238c38d486f97335679e58add98,Tvs,Apache RTR 160 4V,apache-rtr-160-4v,NAKED,,159.0,17.5,14.7,114.0,45.0,124000.0,,165.0,12.0
2b670bd3a7104a2795efd913e20177e1,Tvs,Apache RTR 200 4V,apache-rtr-200-4v,NAKED,,197.0,20.8,17.2,127.0,38.0,146000.0,,165.0,12.0
355d24d40b7144b1b6af0bb479b993a8,Tvs,Apache RTR 310,apache-rtr-310,NAKED,,312.0,35.6,28.7,150.0,30.0,242000.0,,165.0,11.0
35457c4d072b4f4991c34b2d53d7ccc7,Tvs,Jupiter 125,jupiter-125,SCOOTER,,124.0,8.1,10.5,90.0,50.0,86000.0,,165.0,5.1
d25e4cd1e93149eabca9ed4f705fee9d,Tvs,NTorq 125 Race XP,ntorq-125-race-xp,SCOOTER,,124.0,10.2,10.8,98.0,45.0,89000.0,,165.0,5.8
6175fcb9ab3844c99884f84bf76a874d,Tvs,Raider 125,raider-125,COMMUTER,,124.0,11.3,11.2,107.0,56.0,95000.0,,165.0,10.0
d0ceebbed2974aada514163a2d99024c,Tvs,Ronin 225,ronin-225,SCRAMBLER,,225.0,20.4,19.9,120.0,40.0,149000.0,,165.0,14.0
2967dcd007e34d3f8681c80015c90829,Tvs,Sport,sport,COMMUTER,,109.0,8.2,8.7,90.0,70.0,65000.0,,165.0,10.0
3f98219ba16747b0aa428c9e44dd7ed3,Tvs,Star City Plus,star-city-plus,COMMUTER,,109.0,8.2,8.7,90.0,68.0,77000.0,,165.0,10.0
8b84225828c5474dab7cf2e0b9792c93,Tvs,XL100 Heavy Duty,xl100-heavy-duty,NAKED,,99.0,4.3,6.5,60.0,60.0,46000.0,,165.0,4.0
c79993c52647486dbc5dd833468d6533,Tvs,iQube Electric,iqube-electric,ELECTRIC,,0.0,5.9,33.0,82.0,75.0,136000.0,,165.0,3.4
5f23431f097c4c6ea738d94322792053,Ultraviolette,F77 Mach 2 Recon,f77-mach-2-recon,SPORT,,0.0,40.2,100.0,155.0,323.0,399000.0,,165.0,10.3
f8526b235ec54651b4d81a65435bb3c1,Ultraviolette,F77 SuperStreet,f77-superstreet,NAKED,,0.0,36.0,85.0,147.0,211.0,299000.0,,165.0,7.1
be7136a02bfe4145ace9f74f9ad2767a,Um Motorcycles,Renegade Commando 300,renegade-commando-300,CRUISER,,279.0,25.1,23.0,130.0,30.0,210000.0,,165.0,18.0
a81482443fd84190811d8ae78e82a3d4,Um Motorcycles,Renegade Thor Electric,renegade-thor-electric,CRUISER,,0.0,40.0,70.0,140.0,120.0,490000.0,,165.0,15.0
58d6c62edb844c11b8eded7ed0ac3b3f,Um Motorcycles,Renegade Vegas 300,renegade-vegas-300,CRUISER,,279.0,25.1,23.0,130.0,30.0,205000.0,,165.0,18.0
0098a9b960924794a2841975655315a2,Ural,GEO Limited Edition,geo-limited-edition,NAKED,,749.0,41.0,57.0,115.0,15.0,2100000.0,,165.0,19.0
7f0f1ba0a0704f2b9119aa80dd2dc684,Ural,Gear Up 750 Sidecar,gear-up-750-sidecar,NAKED,,749.0,41.0,57.0,115.0,16.0,1850000.0,,165.0,19.0
278acab4fee04313ba4d59d8f1d3edc0,Ural,cT City Sidecar,ct-city-sidecar,NAKED,,749.0,41.0,57.0,110.0,17.0,1650000.0,,165.0,19.0
20307747bac44707ad2bcf84f32cca4e,Vespa,Elettrica EV,elettrica-ev,NAKED,,0.0,5.4,20.0,70.0,100.0,250000.0,,165.0,4.2
27529d40f8c5492885fbbce88d3c9907,Vespa,GTS Super 300,gts-super-300,SCOOTER,,278.0,23.8,26.0,120.0,30.0,380000.0,,165.0,8.5
a818d16cea3b44f3a2355ad4358986d4,Vespa,Primavera 150,primavera-150,SCOOTER,,150.0,12.9,12.8,100.0,38.0,140000.0,,165.0,8.0
a14804fa77ea4c8c81b48c2373a1757d,Yamaha,Aerox 155,aerox-155,SCOOTER,,155.0,15.0,13.9,115.0,40.0,147000.0,,165.0,5.5
1238816759c54e95a6da07b098fcfe5b,Yamaha,FZ-S FI,fz-s-fi,NAKED,,149.0,12.4,13.3,115.0,45.0,122000.0,,165.0,13.0
1072df27a4e14ed3bb8fc44ff5ba784b,Yamaha,FZ-X,fz-x,SCRAMBLER,,149.0,12.4,13.3,115.0,45.0,136000.0,,165.0,10.0
db665acfdf254ee6b9627fa66007146c,Yamaha,Fascino 125,fascino-125,SCOOTER,,125.0,8.2,10.3,90.0,53.0,80000.0,,165.0,5.2
07390dcb7c9d44af9234587bc18d4f60,Yamaha,MT-03,mt-03,NAKED,,321.0,42.0,29.6,175.0,25.0,460000.0,,165.0,14.0
25e537f2479c4584a6b2b90e9238720f,Yamaha,MT-07,mt-07,NAKED,,689.0,73.4,67.0,214.0,22.0,750000.0,,165.0,14.0
a9a0b396b28a4e5daa453f97417dfbca,Yamaha,MT-09,mt-09,NAKED,,890.0,119.0,93.0,225.0,18.0,1150000.0,,165.0,14.0
1024d5c951d44398a9fdfed322f610e0,Yamaha,MT-15 V2,mt-15-v2,NAKED,/static/images/yamaha_mt_15_bike.png,155.0,18.4,14.1,135.0,48.0,168000.0,,165.0,10.0
a1be0e4180eb482982c6db604e742db8,Yamaha,R1,r1,SPORT,,998.0,200.0,112.4,299.0,14.0,2000000.0,,165.0,17.0
9e7e5b132a4247d59d54d7d251a7e69d,Yamaha,R15 V4,r15-v4,SPORT,,155.0,18.4,14.2,140.0,45.0,182000.0,,165.0,11.0
edfdcfe97835404da22de3927c3be705,Yamaha,R3,r3,SPORT,,321.0,42.0,29.5,180.0,25.0,464000.0,,165.0,14.0
9ec91ffeee054b3c872cbb937bb69c09,Yamaha,RayZR 125,rayzr-125,SCOOTER,,125.0,8.2,10.3,90.0,52.0,85000.0,,165.0,5.2
de7e27284f0240b2b7ea81ea58d4dd3d,Yamaha,Tenere 700,tenere-700,ADVENTURE,,689.0,73.0,68.0,192.0,23.0,980000.0,,165.0,16.0
458988e636f9453bbf2c87e361262e3e,Yamaha,Tracer 9 GT,tracer-9-gt,TOURER,,890.0,119.0,93.0,220.0,18.0,1250000.0,,165.0,19.0
15cc12ffa0944b4aab841cbd40b4671e,Yamaha,XSR900,xsr900,CRUISER,,890.0,119.0,93.0,220.0,19.0,1050000.0,,165.0,14.0
da3af40c3e254975ab546b39e73c602c,Yezdi,Adventure 334,adventure-334,ADVENTURE,,334.0,30.2,29.8,140.0,30.0,216000.0,,165.0,15.5
5e185e024f194b58a33175586492793a,Yezdi,Roadster 334,roadster-334,NAKED,,334.0,29.7,29.0,130.0,32.0,208000.0,,165.0,12.5
39e3808a0f6b42e1afbf5fa556320334,Yezdi,Scrambler 334,scrambler-334,SCRAMBLER,,334.0,29.1,28.2,130.0,32.0,212000.0,,165.0,12.5
6a44c8f1cb4d42e59232b6780e0a1e61,Zero Motorcycles,DSR/X Electric Adventure,dsr-x-electric-adventure,NAKED,,0.0,100.0,225.0,180.0,170.0,2150000.0,,165.0,17.3
6f6d163ecc9047e7bb39386c7388b323,Zero Motorcycles,FXE Electric Supermoto,fxe-electric-supermoto,NAKED,,0.0,46.0,106.0,137.0,100.0,1250000.0,,165.0,7.2
8a746ec7cdcd46a587c1504d42f7fd62,Zero Motorcycles,SR/F Electric Naked,sr-f-electric-naked,NAKED,,0.0,110.0,190.0,200.0,180.0,1950000.0,,165.0,17.3
c25a3964200a426f8614fac028f1593d,Zontes,350R Hyper Naked,350r-hyper-naked,NAKED,,348.0,38.0,32.8,150.0,28.0,315000.0,,165.0,15.0
f2d2abd89f154069b1ed0f43ab322251,Zontes,350T Adventure,350t-adventure,ADVENTURE,,348.0,38.0,32.8,150.0,28.0,337000.0,,165.0,19.0
928456e7732d4a0b9e16fe55f130c20a,Zontes,350V Cruiser,350v-cruiser,CRUISER,,348.0,38.0,32.8,150.0,28.0,325000.0,,165.0,15.0
